goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
0,Montral,QC,45.5197664,-73.5551514,2,6,3,TRUE,full_bar,,,,,,,,,
0,Las Vegas,NV,36.115014,-115.279609,3.5,10,67,TRUE,none,quiet,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Tempe,AZ,33.33496757,-111.9621134,3.5,30,287,TRUE,none,,,1,,TRUE,,TRUE,,
0,Montral,QC,45.49785,-73.628719,4.5,3,4,TRUE,none,,,1,,,,,,
0,Verdun,QC,45.4579489,-73.5674372,4.5,11,39,TRUE,none,,casual,1,FALSE,,,FALSE,,
0,Montral,QC,45.50252697,-73.57048739,4,25,67,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Mint Hill,NC,35.188534,-80.690679,3,5,10,TRUE,none,,,,FALSE,,,,,
1,Goodyear,AZ,33.464957,-112.3552208,3.5,38,118,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Cave Creek,AZ,33.7982003,-111.9799078,3.5,11,12,TRUE,none,average,casual,1,,FALSE,,FALSE,TRUE,
0,Scottsdale,AZ,33.480023,-111.909402,2.5,3,40,TRUE,none,,,2,,FALSE,,,,
0,Phoenix,AZ,33.4368066,-112.0657921,1.5,3,139,TRUE,none,,,1,,TRUE,,,,
1,Mount Holly,NC,35.3035634,-81.0272196,4,8,28,TRUE,full_bar,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Matthews,NC,35.115507,-80.697427,4.5,6,34,TRUE,beer_and_wine,quiet,,2,,FALSE,,FALSE,,
1,Glendale,AZ,33.638669,-112.231662,3.5,131,311,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Queen Creek,AZ,33.2482871,-111.6344838,4,5,5,FALSE,none,,,1,,TRUE,,,,
0,Charlotte,NC,35.2143473,-80.8575368,4,199,222,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Las Vegas,NV,36.11833216,-115.1743504,4.5,184,342,TRUE,none,,,3,,TRUE,,FALSE,,
1,Edinburgh,EDH,55.9470993,-3.1973604,3.5,16,23,TRUE,full_bar,,,2,,,outdoor,TRUE,,
1,Las Vegas,NV,36.16367115,-115.2892949,4,146,622,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,
1,Karlsruhe,BW,49.0000885,8.4752002,2.5,33,4,TRUE,full_bar,,casual,2,FALSE,FALSE,outdoor,TRUE,,FALSE
1,Las Vegas,NV,36.05600446,-115.2690991,3.5,276,1348,TRUE,full_bar,average,,2,,,no,FALSE,,
0,Tempe,AZ,33.422728,-111.951494,2.5,6,8,TRUE,none,,,,,,,,,
1,Scottsdale,AZ,33.5811962,-111.880627,4,17,22,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.04089797,-115.1996833,4.5,34,65,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Mesa,AZ,33.3930855,-111.8767174,3.5,6,3,FALSE,none,,casual,2,TRUE,TRUE,,FALSE,,
0,Las Vegas,NV,36.1089487,-115.2055559,5,19,28,TRUE,none,,,3,,,,,,
0,Phoenix,AZ,33.60281772,-111.9833872,2.5,7,8,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Charlotte,NC,35.307416,-80.749782,3,42,83,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,,
1,Las Vegas,NV,36.12573062,-115.1647088,4.5,8,32,TRUE,none,,casual,2,FALSE,TRUE,,TRUE,,
1,Madison,WI,43.073151,-89.434322,3,8,8,FALSE,full_bar,,casual,2,FALSE,FALSE,,TRUE,,
0,Queen Creek,AZ,33.2479336,-111.5625917,3,12,177,TRUE,none,,,1,,,,TRUE,,
0,Charlotte,NC,35.202849,-80.844947,4,70,220,FALSE,none,,,1,,,,TRUE,,
0,Surprise,AZ,33.5942927,-112.3783533,2,6,12,TRUE,none,,,,TRUE,,,,FALSE,
0,Scottsdale,AZ,33.6118189,-111.912939,5,4,4,TRUE,none,average,casual,,TRUE,,,,FALSE,
1,Charlotte,NC,35.1536538,-80.8397897,4,10,19,FALSE,beer_and_wine,average,casual,2,FALSE,,outdoor,TRUE,,
1,Las Vegas,NV,36.10089,-115.20272,3.5,137,363,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.1247621,-115.1933052,3,25,64,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Tempe,AZ,33.422318,-111.937085,3.5,5,33,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Madison,WI,43.086356,-89.307164,3.5,3,14,TRUE,none,,casual,2,TRUE,,,TRUE,,
1,Las Vegas,NV,36.1591404,-115.2327243,3,16,197,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Mesa,AZ,33.3784788,-111.8767202,4,10,42,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.1015871,-115.1735983,4,171,259,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Avondale,AZ,33.4357634,-112.3435413,3.5,4,8,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.128561,-115.1711298,4,208,96,FALSE,full_bar,average,dressy,4,FALSE,FALSE,,TRUE,FALSE,FALSE
1,Pittsburgh,PA,40.4584723,-79.9187095,2,6,10,TRUE,none,,casual,1,FALSE,TRUE,,TRUE,,
1,Indian Land,SC,35.0120187,-80.8514743,3.5,14,11,TRUE,none,loud,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Champaign,IL,40.1170817,-88.2435168,4,64,102,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Edinburgh,EDH,55.9652343,-3.190008,4,10,17,TRUE,none,average,casual,2,,,,,,
0,Lasalle,QC,45.4316388,-73.6311709,3.5,4,6,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.5024095,-111.9955012,4,34,24,FALSE,none,,,3,,,,,,
1,Scottsdale,AZ,33.466187,-111.9023105,4.5,43,177,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,35.1745118,-80.840034,4,129,486,TRUE,full_bar,loud,casual,2,FALSE,FALSE,no,TRUE,TRUE,
1,Pittsburgh,PA,40.4289537,-79.9842819,4,80,151,TRUE,none,,casual,1,FALSE,,,FALSE,FALSE,
1,Goodyear,AZ,33.461289,-112.357514,3,72,121,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Waterloo,ON,43.46340486,-80.52301881,3.5,15,20,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Buckeye,AZ,33.4383874,-112.5586166,3.5,16,92,TRUE,beer_and_wine,loud,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.5818256,-112.1241636,3.5,4,57,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Mesa,AZ,33.3940492,-111.8407376,3,9,18,FALSE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.11749095,-115.2097875,3.5,36,279,TRUE,none,,,1,,,,,,
1,Pittsburgh,PA,40.4430725,-79.9973279,3,9,11,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.5773539,-112.1248113,3.5,55,280,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.391964,-112.0973137,3.5,31,73,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.086515,-115.314902,4,31,439,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
0,Pittsburgh,PA,40.489973,-80.018177,3.5,3,19,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.5818251,-112.1249866,4.5,3,43,TRUE,none,,,2,,,,,,
0,Pittsburgh,PA,40.4507156,-79.9350205,3.5,13,7,TRUE,none,,,2,,,,,,
1,Montral,QC,45.52268563,-73.55213319,3,6,18,TRUE,none,,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Scottsdale,AZ,33.553054,-111.897536,4,3,16,FALSE,none,,,,,TRUE,,,,
1,Edinburgh,EDH,55.93265172,-3.209976717,4,8,17,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,,
0,Glendale,AZ,33.6378053,-112.1528218,4.5,4,53,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.059173,-115.243219,3.5,7,145,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Pittsburgh,PA,40.465725,-79.95432,3.5,60,70,TRUE,beer_and_wine,quiet,casual,1,TRUE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.4661008,-112.0820521,5,13,22,FALSE,none,,,2,,,,,,
0,Las Vegas,NV,36.1736178,-115.0755764,2.5,8,4,TRUE,none,average,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Peoria,AZ,33.611403,-112.236825,3.5,29,167,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Glendale,AZ,33.71104,-112.2000341,4.5,68,204,TRUE,none,,,1,,,,TRUE,,
1,Phoenix,AZ,33.798477,-112.066857,3,9,5,TRUE,beer_and_wine,,casual,2,FALSE,TRUE,,TRUE,,
1,Madison,WI,43.07401052,-89.38086838,4,474,1092,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,TRUE
1,Chandler,AZ,33.35096,-111.858667,4,51,106,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,36.012572,-115.156332,4,8,29,FALSE,none,,,1,,,,,,
0,Phoenix,AZ,33.4947065,-112.2919195,4.5,6,5,FALSE,beer_and_wine,,casual,3,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.1046561,-115.1510031,3.5,11,6,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,TRUE,,TRUE
1,Phoenix,AZ,33.5089872,-111.9957489,3.5,335,874,TRUE,full_bar,average,casual,2,FALSE,,no,FALSE,TRUE,
1,Madison,WI,43.084991,-89.3070715,4.5,19,24,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,33.3949771,-111.8413719,5,3,10,FALSE,none,,,1,,,,,,
1,Henderson,NV,35.99818226,-115.1024939,4,25,139,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.11343746,-115.2974709,2.5,46,207,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Henderson,NV,35.99197,-115.101575,3.5,7,202,TRUE,none,,,1,,,,,,
0,Maricopa,AZ,33.068257,-112.047297,2.5,6,8,TRUE,none,loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.127754,-115.224318,3.5,91,467,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,FALSE,FALSE,FALSE
1,Phoenix,AZ,33.4800911,-112.016571,4,32,25,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,33.50131704,-111.9844446,2.5,11,87,TRUE,none,very_loud,casual,2,TRUE,FALSE,,,,
0,Pittsburgh,PA,40.3500069,-79.9763367,4,8,13,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.4947329,-111.9155609,2.5,39,7,FALSE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,,TRUE
1,Gilbert,AZ,33.3066666,-111.7746836,4.5,19,22,FALSE,beer_and_wine,,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Chandler,AZ,33.347563,-111.860668,2.5,16,5,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Laval,QC,45.5772398,-73.7104039,2.5,3,13,TRUE,none,,casual,3,FALSE,FALSE,,,,
1,Las Vegas,NV,36.12647801,-115.1671393,3.5,433,907,TRUE,full_bar,average,casual,3,FALSE,,,FALSE,FALSE,
1,Phoenix,AZ,33.699034,-112.1068993,4.5,20,31,TRUE,none,quiet,casual,1,TRUE,FALSE,,TRUE,TRUE,
0,Pittsburgh,PA,40.3803202,-80.0442924,4.5,14,41,TRUE,none,,,1,,,,,,
1,Waterloo,ON,43.4652496,-80.5224115,3,27,44,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,,
1,Las Vegas,NV,36.1507596,-115.3334927,3,153,233,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,36.131143,-115.206691,3.5,12,177,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.15986686,-115.221991,3,4,20,TRUE,none,loud,,2,,TRUE,yes,FALSE,,
1,Montreal,QC,45.5019747,-73.5750194,2.5,8,7,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Edinburgh,EDH,55.9567081,-3.1719559,4.5,10,20,TRUE,none,,,1,,FALSE,,TRUE,,
0,Charlotte,NC,35.336723,-80.962234,3,4,11,TRUE,none,,,2,,,,,,
1,Chandler,AZ,33.3070371,-111.8991592,2,9,67,FALSE,none,quiet,casual,1,FALSE,TRUE,,TRUE,,
0,Cave Creek,AZ,33.751685,-111.991308,1.5,4,21,TRUE,none,,,1,,,,,,
0,Henderson,NV,36.0638777,-115.0585263,3.5,3,14,FALSE,none,,,,,,,,,
0,Mesa,AZ,33.3791738,-111.7571117,3.5,29,171,TRUE,none,,,2,FALSE,,,,,
1,Peoria,AZ,33.71296518,-112.2742194,4.5,5,9,TRUE,none,,casual,2,FALSE,,,FALSE,,
0,Mesa,AZ,33.4373383,-111.7179321,5,125,186,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.1439997,-115.146423,4,13,28,FALSE,full_bar,quiet,casual,1,,TRUE,,FALSE,,
1,Charlotte,NC,35.0898289,-80.8586293,4,47,112,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,35.1526435,-80.8286151,3.5,151,471,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Glendale,AZ,33.552127,-112.260032,2.5,29,198,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.3307646,-111.9813995,3,9,47,TRUE,none,,casual,2,FALSE,,,FALSE,,
1,Madison,WI,43.0608425,-89.4009947,4,114,110,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Montreal,QC,45.5168795,-73.5673322,4,38,43,TRUE,none,quiet,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Chandler,AZ,33.3190309,-111.8743502,4,15,57,FALSE,none,,,1,,,,,,
1,Phoenix,AZ,33.64034756,-111.9695663,4,23,36,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Chandler,AZ,33.32020379,-111.9446939,3.5,169,460,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Karlsruhe,BW,49.0083004,8.3917658,4.5,32,7,TRUE,full_bar,average,casual,2,,TRUE,outdoor,TRUE,,
1,Las Vegas,NV,36.0587031,-115.1196792,3,23,15,TRUE,none,,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Edinburgh,EDH,55.952228,-3.177079,4,14,29,TRUE,full_bar,average,,2,,FALSE,outdoor,TRUE,,
1,Scottsdale,AZ,33.49144173,-111.9264203,4,22,38,FALSE,beer_and_wine,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Tempe,AZ,33.39317322,-111.9108276,3,42,731,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,36.064736,-115.2491039,3.5,9,90,TRUE,none,very_loud,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Las Vegas,NV,36.12296145,-115.2085036,4,10,18,TRUE,none,average,,1,FALSE,FALSE,,FALSE,,
0,Scottsdale,AZ,33.5393489,-111.9239084,3.5,26,391,TRUE,none,,,2,,,,TRUE,,
1,Pittsburgh,PA,40.440034,-80.088996,3.5,3,18,TRUE,full_bar,average,casual,2,TRUE,TRUE,,FALSE,,
1,Las Vegas,NV,36.097616,-115.297818,3,53,142,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Scottsdale,AZ,33.5747251,-111.8619471,3,8,50,TRUE,none,,,2,,,,,,
1,Fort Mill,SC,35.07687271,-80.93463242,3,5,8,FALSE,beer_and_wine,quiet,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.104564,-80.98864,4,15,56,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
0,Avondale,AZ,33.4648007,-112.2745146,4.5,3,21,TRUE,none,quiet,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.3711363,-111.9740268,3,368,733,TRUE,full_bar,loud,casual,2,FALSE,,,TRUE,TRUE,TRUE
1,Tempe,AZ,33.409798,-111.925934,4,31,212,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.11013195,-115.172277,3,167,357,TRUE,full_bar,loud,casual,2,FALSE,FALSE,,FALSE,FALSE,TRUE
0,Homestead,PA,40.4067983,-79.9168787,2.5,3,8,TRUE,none,,,2,,,,,,
0,Chandler,AZ,33.27843846,-111.7916166,3.5,5,58,TRUE,none,,,1,,,,,,
0,Mesa,AZ,33.37889406,-111.690284,4.5,10,18,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.140279,-80.739163,2.5,8,7,TRUE,full_bar,,casual,1,FALSE,TRUE,outdoor,TRUE,,
1,Scottsdale,AZ,33.4826514,-111.9349579,3.5,8,7,FALSE,full_bar,,casual,2,,TRUE,,TRUE,,
1,Queen Creek,AZ,33.16114,-111.562965,2.5,7,13,TRUE,none,quiet,casual,1,TRUE,,,FALSE,,
0,Phoenix,AZ,33.4876207,-112.0739243,3.5,31,259,TRUE,none,,,1,,TRUE,,,,
0,Pittsburgh,PA,40.4411427,-79.9535582,4.5,74,195,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.171328,-115.2448746,3,28,66,TRUE,beer_and_wine,quiet,casual,1,TRUE,TRUE,,FALSE,,
1,Las Vegas,NV,36.144667,-115.239955,4,2395,4314,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,FALSE,TRUE
1,Middleton,WI,43.1003841,-89.4862189,3,5,5,TRUE,none,,casual,1,TRUE,TRUE,,FALSE,,
1,Madison,WI,43.0743236,-89.3945289,3.5,13,37,TRUE,full_bar,very_loud,,2,,FALSE,no,FALSE,,
1,Pittsburgh,PA,40.4937623,-79.9178237,2.5,16,27,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Las Vegas,NV,36.1434033,-115.1891941,4,32,101,FALSE,full_bar,loud,,1,,TRUE,yes,TRUE,,
0,Charlotte,NC,35.177752,-80.877699,2.5,3,15,TRUE,none,,casual,,FALSE,,,FALSE,,
1,Tolleson,AZ,33.422175,-112.269145,2.5,12,33,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Glendale,AZ,33.6108216,-112.1525294,4,4,3,TRUE,none,average,,1,,TRUE,,FALSE,,
0,Charlotte,NC,35.1489259,-80.832372,3.5,4,33,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.0999899,-115.227134,3.5,17,9,FALSE,none,average,casual,2,,,,,TRUE,
1,Montral,QC,45.5252209,-73.5994348,4,18,35,TRUE,full_bar,loud,,2,,,outdoor,TRUE,,
1,Las Vegas,NV,36.08196486,-115.1477225,3.5,13,51,TRUE,none,loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.3604,-111.7497,4.5,8,8,TRUE,none,,casual,1,FALSE,,,TRUE,TRUE,
1,North Las Vegas,NV,36.27478545,-115.1183045,3,47,61,TRUE,beer_and_wine,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
0,Las Vegas,NV,36.167526,-115.138435,5,31,94,TRUE,none,,,2,,,,,,
1,Las Vegas,NV,36.15566012,-115.3343623,4,13,92,TRUE,full_bar,loud,,2,,,yes,FALSE,,
0,Glendale,AZ,33.65210117,-112.2336817,4.5,48,185,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.1606428,-115.320685,4.5,10,23,TRUE,none,,,2,,,,,,
1,Montreal,QC,45.5160272,-73.5773736,4,95,103,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.4953991,-112.0303905,3,30,225,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.12596392,-115.1677039,3.5,405,767,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,TRUE
1,Glendale,AZ,33.6385407,-112.2194127,2.5,70,238,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
0,Tempe,AZ,33.3927242,-111.9607632,3.5,55,106,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
0,Edinburgh,EDH,55.9486409,-3.1941658,4,9,11,TRUE,none,,,3,,,,,,
1,Charlotte,NC,35.202104,-80.82453,4.5,29,18,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.10987566,-115.1751638,3.5,3828,11127,TRUE,full_bar,average,casual,3,FALSE,FALSE,,FALSE,FALSE,
0,Las Vegas,NV,36.1214517,-115.1696112,3.5,4,7,TRUE,none,,,2,,,,,,
1,Phoenix,AZ,33.58181946,-112.12759,3.5,9,13,TRUE,none,quiet,casual,2,FALSE,,,TRUE,,
1,Gilbert,AZ,33.363016,-111.841114,3,28,115,FALSE,none,,casual,1,FALSE,,,TRUE,FALSE,
0,Las Vegas,NV,36.1974857,-115.2501812,3.5,72,958,TRUE,beer_and_wine,,casual,3,FALSE,TRUE,,TRUE,,
1,Tempe,AZ,33.4074351,-111.9249269,4.5,85,210,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Las Vegas,NV,36.1182271,-115.1378156,3,4,49,TRUE,none,,casual,1,FALSE,FALSE,,TRUE,,
0,Montreal,QC,45.548666,-73.574561,4.5,3,5,TRUE,none,,,,,,,,,
1,Tempe,AZ,33.383123,-111.964485,2.5,5,10,FALSE,none,,casual,1,FALSE,TRUE,,FALSE,,
1,Kitchener,ON,43.4284893,-80.4322233,3,7,13,TRUE,none,,casual,2,FALSE,TRUE,,,,
0,Las Vegas,NV,36.1305272,-115.1084585,4.5,26,136,TRUE,none,,,1,,,,,,
0,Henderson,NV,36.02139238,-115.0476265,4.5,4,42,FALSE,none,,,1,,,,,,
0,Las Vegas,NV,36.08358083,-115.1498508,2.5,40,92,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Las Vegas,NV,36.1735789,-115.282548,4,6,27,FALSE,full_bar,,dressy,,FALSE,,,TRUE,,
1,Pittsburgh,PA,40.4796743,-79.9552129,3.5,26,43,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,,
1,Pineville,NC,35.1118189,-80.915583,4.5,5,16,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Edinburgh,EDH,55.9416799,-3.2031256,3.5,7,15,TRUE,none,,,,,,,,,
1,Waterloo,ON,43.4720116,-80.5365122,3,8,6,TRUE,none,average,casual,1,,FALSE,,FALSE,FALSE,
1,Glendale,AZ,33.5337727,-112.2617176,2.5,174,572,FALSE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
0,Charlotte,NC,35.2402275,-80.9733015,4.5,4,11,FALSE,none,,,1,,,,,,
0,Las Vegas,NV,36.011942,-115.136169,4,24,1059,TRUE,none,,,1,,,,TRUE,,
1,Scottsdale,AZ,33.501891,-111.9213849,3,139,995,TRUE,full_bar,loud,dressy,2,FALSE,FALSE,outdoor,TRUE,FALSE,
1,Phoenix,AZ,33.5958721,-112.0131628,3.5,35,157,TRUE,full_bar,average,,1,,,outdoor,FALSE,,
1,Pittsburgh,PA,40.4574778,-79.9289528,2.5,76,38,FALSE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.8000093,-112.1279076,4.5,52,55,TRUE,none,,casual,1,FALSE,,,TRUE,,
1,Fort McDowell,AZ,33.58305864,-111.6788605,2.5,25,36,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.7983161,-112.1282089,2.5,7,50,TRUE,none,,casual,1,FALSE,,,TRUE,,
1,Henderson,NV,36.040082,-115.047406,3.5,23,174,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.08319598,-115.0324057,4,49,75,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Edinburgh,EDH,55.958954,-3.197945002,4.5,25,35,TRUE,full_bar,average,,2,,,outdoor,TRUE,,
0,Charlotte,NC,35.3341069,-80.7987072,2,4,7,TRUE,none,,casual,1,FALSE,,,,,
1,Madison,WI,43.103498,-89.35019,3.5,60,216,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,
0,Edinburgh,MLN,55.9690918,-3.1844272,4.5,3,26,TRUE,none,,,,,,,,,
1,Las Vegas,NV,36.125908,-115.197904,3.5,43,151,FALSE,none,average,casual,1,FALSE,,,FALSE,,
0,Montral,QC,45.5177894,-73.5693379,4,14,40,TRUE,none,,,2,,,,TRUE,,
1,Pittsburgh,PA,40.43088531,-80.00696564,3.5,116,333,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Chandler,AZ,33.33615494,-111.8742142,3.5,62,121,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Montreal,QC,45.4991582,-73.5714483,3,10,10,TRUE,none,quiet,dressy,4,,TRUE,,FALSE,,
1,Gilbert,AZ,33.3785769,-111.7893634,1,5,98,TRUE,none,very_loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Las Vegas,NV,36.090535,-115.171897,3.5,8,23,TRUE,none,,,2,,,,,,
1,Charlotte,NC,35.2910161,-80.763197,3,4,38,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.5106171,-111.9866163,3.5,25,124,FALSE,full_bar,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
1,Phoenix,AZ,33.46898,-112.22115,1.5,3,17,TRUE,none,,,,FALSE,,,,,
1,Tempe,AZ,33.332733,-111.946971,2.5,12,12,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Phoenix,AZ,33.4653966,-111.9926392,2.5,21,6,FALSE,none,quiet,casual,2,TRUE,FALSE,,FALSE,TRUE,
0,Anthem,AZ,33.8667772,-112.1368293,3,18,206,TRUE,none,,,2,,,,TRUE,,
0,Las Vegas,NV,36.106542,-115.17204,3,7,4,FALSE,none,average,casual,,FALSE,,,TRUE,TRUE,
0,Edinburgh,EDH,55.9460509,-3.2213573,4,7,7,TRUE,none,,,2,,,,,,
0,Gilbert,AZ,33.3664957,-111.841256,2,10,11,FALSE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.1309442,-115.2784531,4,116,165,TRUE,none,quiet,casual,2,TRUE,FALSE,,TRUE,TRUE,TRUE
